	Abilities	Height	Local №	National №	Species	Type	Weight	name
440	1. PressureInfiltrator (hidden ability)	3′03″ (1.0 m)	108 (Diamond/Pearl)108 (Platinum)	442	Forbidden Pokémon	Ghost Dark	238.1 lbs (108.0 kg)	Spiritomb
441	1. Sand VeilRough Skin (hidden ability)	2′04″ (0.7 m)	109 (Diamond/Pearl)109 (Platinum)006 (X/Y — Mountain Kalos)238 (Sun/Moon — Alola dex)307 (U.Sun/U.Moon — Alola dex)	443	Land Shark Pokémon	Dragon Ground	45.2 lbs (20.5 kg)	Gible
442	1. Sand VeilRough Skin (hidden ability)	4′07″ (1.4 m)	110 (Diamond/Pearl)110 (Platinum)007 (X/Y — Mountain Kalos)239 (Sun/Moon — Alola dex)308 (U.Sun/U.Moon — Alola dex)	444	Cave Pokémon	Dragon Ground	123.5 lbs (56.0 kg)	Gabite
443	1. Sand VeilRough Skin (hidden ability)	6′03″ (1.9 m)	111 (Diamond/Pearl)111 (Platinum)008 (X/Y — Mountain Kalos)240 (Sun/Moon — Alola dex)309 (U.Sun/U.Moon — Alola dex)	445	Mach Pokémon	Dragon Ground	209.4 lbs (95.0 kg)	Garchomp
444	1. Pickup2. Thick FatGluttony (hidden ability)	2′00″ (0.6 m)	112 (Diamond/Pearl)112 (Platinum)138 (X/Y — Central Kalos)035 (Sun/Moon — Alola dex)042 (U.Sun/U.Moon — Alola dex)	446	Big Eater Pokémon	Normal	231.5 lbs (105.0 kg)	Munchlax
445	1. Steadfast2. Inner FocusPrankster (hidden ability)	2′04″ (0.7 m)	115 (Diamond/Pearl)115 (Platinum)033 (Black 2/White 2)062 (X/Y — Central Kalos)279 (Sun/Moon — Alola dex)377 (U.Sun/U.Moon — Alola dex)	447	Emanation Pokémon	Fighting	44.5 lbs (20.2 kg)	Riolu
446	1. Steadfast2. Inner FocusJustified (hidden ability)	3′11″ (1.2 m)	116 (Diamond/Pearl)116 (Platinum)034 (Black 2/White 2)063 (X/Y — Central Kalos)280 (Sun/Moon — Alola dex)378 (U.Sun/U.Moon — Alola dex)	448	Aura Pokémon	Fighting Steel	119.0 lbs (54.0 kg)	Lucario
447	1. Sand StreamSand Force (hidden ability)	2′07″ (0.8 m)	122 (Diamond/Pearl)122 (Platinum)048 (X/Y — Coastal Kalos)	449	Hippo Pokémon	Ground	109.1 lbs (49.5 kg)	Hippopotas
448	1. Sand StreamSand Force (hidden ability)	6′07″ (2.0 m)	123 (Diamond/Pearl)123 (Platinum)049 (X/Y — Coastal Kalos)	450	Heavyweight Pokémon	Ground	661.4 lbs (300.0 kg)	Hippowdon
449	1. Battle Armor2. SniperKeen Eye (hidden ability)	2′07″ (0.8 m)	127 (Diamond/Pearl)127 (Platinum)201 (Black 2/White 2)015 (X/Y — Mountain Kalos)	451	Scorpion Pokémon	Poison Bug	26.5 lbs (12.0 kg)	Skorupi
450	1. Battle Armor2. SniperKeen Eye (hidden ability)	4′03″ (1.3 m)	128 (Diamond/Pearl)128 (Platinum)202 (Black 2/White 2)016 (X/Y — Mountain Kalos)	452	Ogre Scorp Pokémon	Poison Dark	135.6 lbs (61.5 kg)	Drapion
451	1. Anticipation2. Dry SkinPoison Touch (hidden ability)	2′04″ (0.7 m)	129 (Diamond/Pearl)129 (Platinum)290 (Black 2/White 2)125 (X/Y — Central Kalos)	453	Toxic Mouth Pokémon	Poison Fighting	50.7 lbs (23.0 kg)	Croagunk
452	1. Anticipation2. Dry SkinPoison Touch (hidden ability)	4′03″ (1.3 m)	130 (Diamond/Pearl)130 (Platinum)291 (Black 2/White 2)126 (X/Y — Central Kalos)	454	Toxic Mouth Pokémon	Poison Fighting	97.9 lbs (44.4 kg)	Toxicroak
453	1. Levitate	4′07″ (1.4 m)	131 (Diamond/Pearl)131 (Platinum)289 (Black 2/White 2)029 (X/Y — Mountain Kalos)	455	Bug Catcher Pokémon	Grass	59.5 lbs (27.0 kg)	Carnivine
454	1. Swift Swim2. Storm DrainWater Veil (hidden ability)	1′04″ (0.4 m)	134 (Diamond/Pearl)134 (Platinum)108 (Sun/Moon — Alola dex)131 (U.Sun/U.Moon — Alola dex)	456	Wing Fish Pokémon	Water	15.4 lbs (7.0 kg)	Finneon
455	1. Swift Swim2. Storm DrainWater Veil (hidden ability)	3′11″ (1.2 m)	135 (Diamond/Pearl)135 (Platinum)109 (Sun/Moon — Alola dex)132 (U.Sun/U.Moon — Alola dex)	457	Neon Pokémon	Water	52.9 lbs (24.0 kg)	Lumineon
456	1. Swift Swim2. Water AbsorbWater Veil (hidden ability)	3′03″ (1.0 m)	140 (Diamond/Pearl)140 (Platinum)233 (Black 2/White 2)139 (X/Y — Coastal Kalos)145 (U.Sun/U.Moon — Alola dex)	458	Kite Pokémon	Water Flying	143.3 lbs (65.0 kg)	Mantyke
457	1. Snow WarningSoundproof (hidden ability)	3′03″ (1.0 m)	142 (Diamond/Pearl)142 (Platinum)088 (X/Y — Mountain Kalos)	459	Frost Tree Pokémon	Grass Ice	111.3 lbs (50.5 kg)	Snover
458	1. Snow WarningSoundproof (hidden ability)	7′03″ (2.2 m)	143 (Diamond/Pearl)143 (Platinum)089 (X/Y — Mountain Kalos)	460	Frost Tree Pokémon	Grass Ice	298.7 lbs (135.5 kg)	Abomasnow
459	1. PressurePickpocket (hidden ability)	3′07″ (1.1 m)	145 (Diamond/Pearl)145 (Platinum)253 (Black 2/White 2)092 (X/Y — Mountain Kalos)250 (Sun/Moon — Alola dex)327 (U.Sun/U.Moon — Alola dex)	461	Sharp Claw Pokémon	Dark Ice	75.0 lbs (34.0 kg)	Weavile
460	1. Magnet Pull2. SturdyAnalytic (hidden ability)	3′11″ (1.2 m)	180 (Platinum)050 (Black 2/White 2)071 (X/Y — Mountain Kalos)086 (Omega Ruby/Alpha Sapphire)049 (Sun/Moon — Alola dex)056 (U.Sun/U.Moon — Alola dex)	462	Magnet Area Pokémon	Electric Steel	396.8 lbs (180.0 kg)	Magnezone
461	1. Own Tempo2. ObliviousCloud Nine (hidden ability)	5′07″ (1.7 m)	162 (Platinum)181 (HeartGold/SoulSilver)285 (Black 2/White 2)135 (X/Y — Mountain Kalos)376 (U.Sun/U.Moon — Alola dex)	463	Licking Pokémon	Normal	308.6 lbs (140.0 kg)	Lickilicky
462	1. Lightning Rod2. Solid RockReckless (hidden ability)	7′10″ (2.4 m)	188 (Platinum)052 (X/Y — Coastal Kalos)178 (Omega Ruby/Alpha Sapphire)	464	Drill Pokémon	Ground Rock	623.5 lbs (282.8 kg)	Rhyperior
463	1. Chlorophyll2. Leaf GuardRegenerator (hidden ability)	6′07″ (2.0 m)	182 (Platinum)183 (HeartGold/SoulSilver)218 (Black 2/White 2)	465	Vine Pokémon	Grass	283.5 lbs (128.6 kg)	Tangrowth
464	1. Motor DriveVital Spirit (hidden ability)	5′11″ (1.8 m)	199 (Platinum)058 (Black 2/White 2)228 (Sun/Moon — Alola dex)297 (U.Sun/U.Moon — Alola dex)	466	Thunderbolt Pokémon	Electric	305.6 lbs (138.6 kg)	Electivire
465	1. Flame BodyVital Spirit (hidden ability)	5′03″ (1.6 m)	202 (Platinum)055 (Black 2/White 2)168 (Sun/Moon — Alola dex)202 (U.Sun/U.Moon — Alola dex)	467	Blast Pokémon	Fire	149.9 lbs (68.0 kg)	Magmortar
466	1. Hustle2. Serene GraceSuper Luck (hidden ability)	4′11″ (1.5 m)	175 (Platinum)	468	Jubilee Pokémon	Fairy Flying	83.8 lbs (38.0 kg)	Togekiss
467	1. Speed Boost2. Tinted LensFrisk (hidden ability)	6′03″ (1.9 m)	184 (Platinum)102 (HeartGold/SoulSilver)287 (Black 2/White 2)088 (X/Y — Coastal Kalos)	469	Ogre Darner Pokémon	Bug Flying	113.5 lbs (51.5 kg)	Yanmega
468	1. Leaf GuardChlorophyll (hidden ability)	3′03″ (1.0 m)	169 (Platinum)097 (Black 2/White 2)083 (X/Y — Coastal Kalos)129 (Sun/Moon — Alola dex)159 (U.Sun/U.Moon — Alola dex)	470	Verdant Pokémon	Grass	56.2 lbs (25.5 kg)	Leafeon
469	1. Snow CloakIce Body (hidden ability)	2′07″ (0.8 m)	170 (Platinum)098 (Black 2/White 2)084 (X/Y — Coastal Kalos)130 (Sun/Moon — Alola dex)160 (U.Sun/U.Moon — Alola dex)	471	Fresh Snow Pokémon	Ice	57.1 lbs (25.9 kg)	Glaceon
470	1. Hyper Cutter2. Sand VeilPoison Heal (hidden ability)	6′07″ (2.0 m)	154 (Platinum)222 (Black 2/White 2)116 (X/Y — Mountain Kalos)	472	Fang Scorp Pokémon	Ground Flying	93.7 lbs (42.5 kg)	Gliscor
471	1. Oblivious2. Snow CloakThick Fat (hidden ability)	8′02″ (2.5 m)	205 (Platinum)197 (HeartGold/SoulSilver)260 (Black 2/White 2)078 (X/Y — Mountain Kalos)	473	Twin Tusk Pokémon	Ice Ground	641.5 lbs (291.0 kg)	Mamoswine
472	1. Adaptability2. DownloadAnalytic (hidden ability)	2′11″ (0.9 m)	194 (Platinum)219 (Sun/Moon — Alola dex)283 (U.Sun/U.Moon — Alola dex)	474	Virtual Pokémon	Normal	75.0 lbs (34.0 kg)	Porygon-Z
473	1. SteadfastJustified (hidden ability)	5′03″ (1.6 m)	160 (Platinum)067 (X/Y — Central Kalos)032 (Omega Ruby/Alpha Sapphire)	475	Blade Pokémon	Psychic Fighting	114.6 lbs (52.0 kg)	Gallade
474	1. Sturdy2. Magnet PullSand Force (hidden ability)	4′07″ (1.4 m)	156 (Platinum)165 (Black 2/White 2)094 (X/Y — Coastal Kalos)062 (Omega Ruby/Alpha Sapphire)199 (Sun/Moon — Alola dex)255 (U.Sun/U.Moon — Alola dex)	476	Compass Pokémon	Rock Steel	749.6 lbs (340.0 kg)	Probopass
475	1. PressureFrisk (hidden ability)	7′03″ (2.2 m)	191 (Platinum)155 (Omega Ruby/Alpha Sapphire)	477	Gripper Pokémon	Ghost	235.0 lbs (106.6 kg)	Dusknoir
476	1. Snow CloakCursed Body (hidden ability)	4′03″ (1.3 m)	208 (Platinum)181 (Omega Ruby/Alpha Sapphire)248 (Sun/Moon — Alola dex)325 (U.Sun/U.Moon — Alola dex)	478	Snow Land Pokémon	Ice Ghost	58.6 lbs (26.6 kg)	Froslass
477	1. Levitate	1′00″ (0.3 m)	152 (Platinum)068 (X/Y — Mountain Kalos)	479	Plasma Pokémon	Electric Ghost	0.7 lbs (0.3 kg)	Rotom
478	1. Levitate	1′00″ (0.3 m)	146 (Diamond/Pearl)146 (Platinum)	480	Knowledge Pokémon	Psychic	0.7 lbs (0.3 kg)	Uxie
479	1. Levitate	1′00″ (0.3 m)	147 (Diamond/Pearl)147 (Platinum)	481	Emotion Pokémon	Psychic	0.7 lbs (0.3 kg)	Mesprit
480	1. Levitate	1′00″ (0.3 m)	148 (Diamond/Pearl)148 (Platinum)	482	Willpower Pokémon	Psychic	0.7 lbs (0.3 kg)	Azelf
481	1. PressureTelepathy (hidden ability)	17′09″ (5.4 m)	149 (Diamond/Pearl)149 (Platinum)	483	Temporal Pokémon	Steel Dragon	1505.8 lbs (683.0 kg)	Dialga
482	1. PressureTelepathy (hidden ability)	13′09″ (4.2 m)	150 (Diamond/Pearl)150 (Platinum)	484	Spatial Pokémon	Water Dragon	740.8 lbs (336.0 kg)	Palkia
483	1. Flash FireFlame Body (hidden ability)	5′07″ (1.7 m)	—	485	Lava Dome Pokémon	Fire Steel	948.0 lbs (430.0 kg)	Heatran
484	1. Slow Start	12′02″ (3.7 m)	—	486	Colossal Pokémon	Normal	925.9 lbs (420.0 kg)	Regigigas
485	1. PressureTelepathy (hidden ability)	14′09″ (4.5 m)	210 (Platinum)	487	Renegade Pokémon	Ghost Dragon	1653.5 lbs (750.0 kg)	Giratina
486	1. Levitate	4′11″ (1.5 m)	—	488	Lunar Pokémon	Psychic	188.7 lbs (85.6 kg)	Cresselia
487	1. Hydration	1′04″ (0.4 m)	—	489	Sea Drifter Pokémon	Water	6.8 lbs (3.1 kg)	Phione
488	1. Hydration	1′00″ (0.3 m)	151 (Diamond/Pearl)151 (Platinum)	490	Seafaring Pokémon	Water	3.1 lbs (1.4 kg)	Manaphy
489	1. Bad Dreams	4′11″ (1.5 m)	—	491	Pitch-Black Pokémon	Dark	111.3 lbs (50.5 kg)	Darkrai
490	1. Natural Cure	0′08″ (0.2 m)	—	492	Gratitude Pokémon	Grass	4.6 lbs (2.1 kg)	Shaymin
491	1. Multitype	10′06″ (3.2 m)	—	493	Alpha Pokémon	Normal	705.5 lbs (320.0 kg)	Arceus
492	1. Victory Star	1′04″ (0.4 m)	000 (Black/White)000 (Black 2/White 2)	494	Victory Pokémon	Psychic Fire	8.8 lbs (4.0 kg)	Victini
493	1. OvergrowContrary (hidden ability)	2′00″ (0.6 m)	001 (Black/White)001 (Black 2/White 2)	495	Grass Snake Pokémon	Grass	17.9 lbs (8.1 kg)	Snivy
494	1. OvergrowContrary (hidden ability)	2′07″ (0.8 m)	002 (Black/White)002 (Black 2/White 2)	496	Grass Snake Pokémon	Grass	35.3 lbs (16.0 kg)	Servine
495	1. OvergrowContrary (hidden ability)	10′10″ (3.3 m)	003 (Black/White)003 (Black 2/White 2)	497	Regal Pokémon	Grass	138.9 lbs (63.0 kg)	Serperior
496	1. BlazeThick Fat (hidden ability)	1′08″ (0.5 m)	004 (Black/White)004 (Black 2/White 2)	498	Fire Pig Pokémon	Fire	21.8 lbs (9.9 kg)	Tepig
497	1. BlazeThick Fat (hidden ability)	3′03″ (1.0 m)	005 (Black/White)005 (Black 2/White 2)	499	Fire Pig Pokémon	Fire Fighting	122.4 lbs (55.5 kg)	Pignite
498	1. BlazeReckless (hidden ability)	5′03″ (1.6 m)	006 (Black/White)006 (Black 2/White 2)	500	Mega Fire Pig Pokémon	Fire Fighting	330.7 lbs (150.0 kg)	Emboar
499	1. TorrentShell Armor (hidden ability)	1′08″ (0.5 m)	007 (Black/White)007 (Black 2/White 2)	501	Sea Otter Pokémon	Water	13.0 lbs (5.9 kg)	Oshawott
500	1. TorrentShell Armor (hidden ability)	2′07″ (0.8 m)	008 (Black/White)008 (Black 2/White 2)	502	Discipline Pokémon	Water	54.0 lbs (24.5 kg)	Dewott
501	1. TorrentShell Armor (hidden ability)	4′11″ (1.5 m)	009 (Black/White)009 (Black 2/White 2)	503	Formidable Pokémon	Water	208.6 lbs (94.6 kg)	Samurott
502	1. Run Away2. Keen EyeAnalytic (hidden ability)	1′08″ (0.5 m)	010 (Black/White)010 (Black 2/White 2)046 (X/Y — Mountain Kalos)	504	Scout Pokémon	Normal	25.6 lbs (11.6 kg)	Patrat
503	1. Illuminate2. Keen EyeAnalytic (hidden ability)	3′07″ (1.1 m)	011 (Black/White)011 (Black 2/White 2)047 (X/Y — Mountain Kalos)	505	Lookout Pokémon	Normal	59.5 lbs (27.0 kg)	Watchog
504	1. Vital Spirit2. PickupRun Away (hidden ability)	1′04″ (0.4 m)	012 (Black/White)022 (Black 2/White 2)120 (Sun/Moon — Alola dex)150 (U.Sun/U.Moon — Alola dex)	506	Puppy Pokémon	Normal	9.0 lbs (4.1 kg)	Lillipup
505	1. Intimidate2. Sand RushScrappy (hidden ability)	2′11″ (0.9 m)	013 (Black/White)023 (Black 2/White 2)121 (Sun/Moon — Alola dex)151 (U.Sun/U.Moon — Alola dex)	507	Loyal Dog Pokémon	Normal	32.4 lbs (14.7 kg)	Herdier
506	1. Intimidate2. Sand RushScrappy (hidden ability)	3′11″ (1.2 m)	014 (Black/White)024 (Black 2/White 2)122 (Sun/Moon — Alola dex)152 (U.Sun/U.Moon — Alola dex)	508	Big-Hearted Pokémon	Normal	134.5 lbs (61.0 kg)	Stoutland
507	1. Limber2. UnburdenPrankster (hidden ability)	1′04″ (0.4 m)	015 (Black/White)012 (Black 2/White 2)042 (X/Y — Mountain Kalos)	509	Devious Pokémon	Dark	22.3 lbs (10.1 kg)	Purrloin
508	1. Limber2. UnburdenPrankster (hidden ability)	3′07″ (1.1 m)	016 (Black/White)013 (Black 2/White 2)043 (X/Y — Mountain Kalos)	510	Cruel Pokémon	Dark	82.7 lbs (37.5 kg)	Liepard
509	1. GluttonyOvergrow (hidden ability)	2′00″ (0.6 m)	017 (Black/White)037 (Black 2/White 2)029 (X/Y — Central Kalos)	511	Grass Monkey Pokémon	Grass	23.1 lbs (10.5 kg)	Pansage
510	1. GluttonyOvergrow (hidden ability)	3′07″ (1.1 m)	018 (Black/White)038 (Black 2/White 2)030 (X/Y — Central Kalos)	512	Thorn Monkey Pokémon	Grass	67.2 lbs (30.5 kg)	Simisage
511	1. GluttonyBlaze (hidden ability)	2′00″ (0.6 m)	019 (Black/White)039 (Black 2/White 2)031 (X/Y — Central Kalos)	513	High Temp Pokémon	Fire	24.3 lbs (11.0 kg)	Pansear
512	1. GluttonyBlaze (hidden ability)	3′03″ (1.0 m)	020 (Black/White)040 (Black 2/White 2)032 (X/Y — Central Kalos)	514	Ember Pokémon	Fire	61.7 lbs (28.0 kg)	Simisear
513	1. GluttonyTorrent (hidden ability)	2′00″ (0.6 m)	021 (Black/White)041 (Black 2/White 2)033 (X/Y — Central Kalos)	515	Spray Pokémon	Water	29.8 lbs (13.5 kg)	Panpour
514	1. GluttonyTorrent (hidden ability)	3′03″ (1.0 m)	022 (Black/White)042 (Black 2/White 2)034 (X/Y — Central Kalos)	516	Geyser Pokémon	Water	63.9 lbs (29.0 kg)	Simipour
515	1. Forewarn2. SynchronizeTelepathy (hidden ability)	2′00″ (0.6 m)	023 (Black/White)086 (Black 2/White 2)	517	Dream Eater Pokémon	Psychic	51.4 lbs (23.3 kg)	Munna
516	1. Forewarn2. SynchronizeTelepathy (hidden ability)	3′07″ (1.1 m)	024 (Black/White)087 (Black 2/White 2)	518	Drowsing Pokémon	Psychic	133.4 lbs (60.5 kg)	Musharna
517	1. Big Pecks2. Super LuckRivalry (hidden ability)	1′00″ (0.3 m)	025 (Black/White)014 (Black 2/White 2)	519	Tiny Pigeon Pokémon	Normal Flying	4.6 lbs (2.1 kg)	Pidove
518	1. Big Pecks2. Super LuckRivalry (hidden ability)	2′00″ (0.6 m)	026 (Black/White)015 (Black 2/White 2)	520	Wild Pigeon Pokémon	Normal Flying	33.1 lbs (15.0 kg)	Tranquill
519	1. Big Pecks2. Super LuckRivalry (hidden ability)	3′11″ (1.2 m)	027 (Black/White)016 (Black 2/White 2)	521	Proud Pokémon	Normal Flying	63.9 lbs (29.0 kg)	Unfezant
520	1. Lightning Rod2. Motor DriveSap Sipper (hidden ability)	2′07″ (0.8 m)	028 (Black/White)147 (Black 2/White 2)	522	Electrified Pokémon	Electric	65.7 lbs (29.8 kg)	Blitzle
521	1. Lightning Rod2. Motor DriveSap Sipper (hidden ability)	5′03″ (1.6 m)	029 (Black/White)148 (Black 2/White 2)	523	Thunderbolt Pokémon	Electric	175.3 lbs (79.5 kg)	Zebstrika
522	1. Sturdy2. Weak ArmorSand Force (hidden ability)	1′04″ (0.4 m)	030 (Black/White)068 (Black 2/White 2)120 (X/Y — Coastal Kalos)098 (Sun/Moon — Alola dex)120 (U.Sun/U.Moon — Alola dex)	524	Mantle Pokémon	Rock	39.7 lbs (18.0 kg)	Roggenrola
523	1. Sturdy2. Weak ArmorSand Force (hidden ability)	2′11″ (0.9 m)	031 (Black/White)069 (Black 2/White 2)121 (X/Y — Coastal Kalos)099 (Sun/Moon — Alola dex)121 (U.Sun/U.Moon — Alola dex)	525	Ore Pokémon	Rock	224.9 lbs (102.0 kg)	Boldore
524	1. Sturdy2. Sand StreamSand Force (hidden ability)	5′07″ (1.7 m)	032 (Black/White)070 (Black 2/White 2)122 (X/Y — Coastal Kalos)100 (Sun/Moon — Alola dex)122 (U.Sun/U.Moon — Alola dex)	526	Compressed Pokémon	Rock	573.2 lbs (260.0 kg)	Gigalith
525	1. Unaware2. KlutzSimple (hidden ability)	1′04″ (0.4 m)	033 (Black/White)066 (Black 2/White 2)055 (X/Y — Coastal Kalos)	527	Bat Pokémon	Psychic Flying	4.6 lbs (2.1 kg)	Woobat
526	1. Unaware2. KlutzSimple (hidden ability)	2′11″ (0.9 m)	034 (Black/White)067 (Black 2/White 2)056 (X/Y — Coastal Kalos)	528	Courting Pokémon	Psychic Flying	23.1 lbs (10.5 kg)	Swoobat
527	1. Sand Rush2. Sand ForceMold Breaker (hidden ability)	1′00″ (0.3 m)	035 (Black/White)076 (Black 2/White 2)	529	Mole Pokémon	Ground	18.7 lbs (8.5 kg)	Drilbur
528	1. Sand Rush2. Sand ForceMold Breaker (hidden ability)	2′04″ (0.7 m)	036 (Black/White)077 (Black 2/White 2)	530	Subterrene Pokémon	Ground Steel	89.1 lbs (40.4 kg)	Excadrill
529	1. Healer2. RegeneratorKlutz (hidden ability)	3′07″ (1.1 m)	037 (Black/White)036 (Black 2/White 2)123 (X/Y — Central Kalos)	531	Hearing Pokémon	Normal	68.3 lbs (31.0 kg)	Audino
530	1. Guts2. Sheer ForceIron Fist (hidden ability)	2′00″ (0.6 m)	038 (Black/White)073 (Black 2/White 2)093 (X/Y — Mountain Kalos)	532	Muscular Pokémon	Fighting	27.6 lbs (12.5 kg)	Timburr
531	1. Guts2. Sheer ForceIron Fist (hidden ability)	3′11″ (1.2 m)	039 (Black/White)074 (Black 2/White 2)094 (X/Y — Mountain Kalos)	533	Muscular Pokémon	Fighting	88.2 lbs (40.0 kg)	Gurdurr
532	1. Guts2. Sheer ForceIron Fist (hidden ability)	4′07″ (1.4 m)	040 (Black/White)075 (Black 2/White 2)095 (X/Y — Mountain Kalos)	534	Muscular Pokémon	Fighting	191.8 lbs (87.0 kg)	Conkeldurr
533	1. Swift Swim2. HydrationWater Absorb (hidden ability)	1′08″ (0.5 m)	041 (Black/White)228 (Black 2/White 2)	535	Tadpole Pokémon	Water	9.9 lbs (4.5 kg)	Tympole
534	1. Swift Swim2. HydrationWater Absorb (hidden ability)	2′07″ (0.8 m)	042 (Black/White)229 (Black 2/White 2)	536	Vibration Pokémon	Water Ground	37.5 lbs (17.0 kg)	Palpitoad
535	1. Swift Swim2. Poison TouchWater Absorb (hidden ability)	4′11″ (1.5 m)	043 (Black/White)230 (Black 2/White 2)	537	Vibration Pokémon	Water Ground	136.7 lbs (62.0 kg)	Seismitoad
536	1. Guts2. Inner FocusMold Breaker (hidden ability)	4′03″ (1.3 m)	044 (Black/White)267 (Black 2/White 2)097 (X/Y — Coastal Kalos)	538	Judo Pokémon	Fighting	122.4 lbs (55.5 kg)	Throh
537	1. Sturdy2. Inner FocusMold Breaker (hidden ability)	4′07″ (1.4 m)	045 (Black/White)268 (Black 2/White 2)098 (X/Y — Coastal Kalos)	539	Karate Pokémon	Fighting	112.4 lbs (51.0 kg)	Sawk
538	1. Swarm2. ChlorophyllOvercoat (hidden ability)	1′00″ (0.3 m)	046 (Black/White)017 (Black 2/White 2)	540	Sewing Pokémon	Bug Grass	5.5 lbs (2.5 kg)	Sewaddle
539	1. Leaf Guard2. ChlorophyllOvercoat (hidden ability)	1′08″ (0.5 m)	047 (Black/White)018 (Black 2/White 2)	541	Leaf-Wrapped Pokémon	Bug Grass	16.1 lbs (7.3 kg)	Swadloon
540	1. Swarm2. ChlorophyllOvercoat (hidden ability)	3′11″ (1.2 m)	048 (Black/White)019 (Black 2/White 2)	542	Nurturing Pokémon	Bug Grass	45.2 lbs (20.5 kg)	Leavanny
541	1. Poison Point2. SwarmSpeed Boost (hidden ability)	1′04″ (0.4 m)	049 (Black/White)043 (Black 2/White 2)120 (X/Y — Central Kalos)	543	Centipede Pokémon	Bug Poison	11.7 lbs (5.3 kg)	Venipede
542	1. Poison Point2. SwarmSpeed Boost (hidden ability)	3′11″ (1.2 m)	050 (Black/White)044 (Black 2/White 2)121 (X/Y — Central Kalos)	544	Curlipede Pokémon	Bug Poison	129.0 lbs (58.5 kg)	Whirlipede
543	1. Poison Point2. SwarmSpeed Boost (hidden ability)	8′02″ (2.5 m)	051 (Black/White)045 (Black 2/White 2)122 (X/Y — Central Kalos)	545	Megapede Pokémon	Bug Poison	442.0 lbs (200.5 kg)	Scolipede
544	1. Prankster2. InfiltratorChlorophyll (hidden ability)	1′00″ (0.3 m)	052 (Black/White)082 (Black 2/White 2)087 (Sun/Moon — Alola dex)105 (U.Sun/U.Moon — Alola dex)	546	Cotton Puff Pokémon	Grass Fairy	1.3 lbs (0.6 kg)	Cottonee
545	1. Prankster2. InfiltratorChlorophyll (hidden ability)	2′04″ (0.7 m)	053 (Black/White)083 (Black 2/White 2)088 (Sun/Moon — Alola dex)106 (U.Sun/U.Moon — Alola dex)	547	Windveiled Pokémon	Grass Fairy	14.6 lbs (6.6 kg)	Whimsicott
546	1. Chlorophyll2. Own TempoLeaf Guard (hidden ability)	1′08″ (0.5 m)	054 (Black/White)084 (Black 2/White 2)085 (Sun/Moon — Alola dex)103 (U.Sun/U.Moon — Alola dex)	548	Bulb Pokémon	Grass	14.6 lbs (6.6 kg)	Petilil
547	1. Chlorophyll2. Own TempoLeaf Guard (hidden ability)	3′07″ (1.1 m)	055 (Black/White)085 (Black 2/White 2)086 (Sun/Moon — Alola dex)104 (U.Sun/U.Moon — Alola dex)	549	Flowering Pokémon	Grass	35.9 lbs (16.3 kg)	Lilligant
548	1. Reckless2. AdaptabilityMold Breaker (hidden ability)	3′03″ (1.0 m)	056 (Black/White)104 (Black 2/White 2)060 (X/Y — Mountain Kalos)188 (U.Sun/U.Moon — Alola dex)	550	Hostile Pokémon	Water	39.7 lbs (18.0 kg)	Basculin
549	1. Intimidate2. MoxieAnger Point (hidden ability)	2′04″ (0.7 m)	057 (Black/White)099 (Black 2/White 2)043 (X/Y — Coastal Kalos)232 (Sun/Moon — Alola dex)301 (U.Sun/U.Moon — Alola dex)	551	Desert Croc Pokémon	Ground Dark	33.5 lbs (15.2 kg)	Sandile
550	1. Intimidate2. MoxieAnger Point (hidden ability)	3′03″ (1.0 m)	058 (Black/White)100 (Black 2/White 2)044 (X/Y — Coastal Kalos)233 (Sun/Moon — Alola dex)302 (U.Sun/U.Moon — Alola dex)	552	Desert Croc Pokémon	Ground Dark	73.6 lbs (33.4 kg)	Krokorok
551	1. Intimidate2. MoxieAnger Point (hidden ability)	4′11″ (1.5 m)	059 (Black/White)101 (Black 2/White 2)045 (X/Y — Coastal Kalos)234 (Sun/Moon — Alola dex)303 (U.Sun/U.Moon — Alola dex)	553	Intimidation Pokémon	Ground Dark	212.3 lbs (96.3 kg)	Krookodile
552	1. HustleInner Focus (hidden ability)	2′00″ (0.6 m)	060 (Black/White)102 (Black 2/White 2)	554	Zen Charm Pokémon	Fire	82.7 lbs (37.5 kg)	Darumaka
553	1. Sheer ForceZen Mode (hidden ability)	4′03″ (1.3 m)	061 (Black/White)103 (Black 2/White 2)	555	Blazing Pokémon	Fire	204.8 lbs (92.9 kg)	Darmanitan
554	1. Water Absorb2. ChlorophyllStorm Drain (hidden ability)	3′03″ (1.0 m)	062 (Black/White)119 (Black 2/White 2)	556	Cactus Pokémon	Grass	61.7 lbs (28.0 kg)	Maractus
555	1. Sturdy2. Shell ArmorWeak Armor (hidden ability)	1′00″ (0.3 m)	063 (Black/White)115 (Black 2/White 2)023 (X/Y — Coastal Kalos)	557	Rock Inn Pokémon	Bug Rock	32.0 lbs (14.5 kg)	Dwebble
556	1. Sturdy2. Shell ArmorWeak Armor (hidden ability)	4′07″ (1.4 m)	064 (Black/White)116 (Black 2/White 2)024 (X/Y — Coastal Kalos)	558	Stone Home Pokémon	Bug Rock	440.9 lbs (200.0 kg)	Crustle
